referrer,views_total,views_unique
developers.miro.com,520,143
Google,84,36
github.com,79,19
perplexity.ai,8,1
youtube.com,7,4
Bing,7,4
statics.teams.cdn.office.net,5,5
community.miro.com,5,4
medium.com,3,2
DuckDuckGo,2,2
