referrer,views_total,views_unique
developers.miro.com,943,163
youtube.com,154,17
github.com,115,24
Google,105,38
yandex.ru,9,3
trello.com,7,1
engineering.miro.com,6,2
m.sogou.com,4,2
yandex.com.tr,4,1
previews.email,3,1
