referrer,views_total,views_unique
developers.miro.com,1443,165
github.com,391,47
Google,353,36
miroapp.github.io,62,15
Bing,44,5
l.workplace.com,33,3
cn.bing.com,23,3
miro.com,4,3
DuckDuckGo,4,2
mail.google.com,4,1
