referrer,views_total,views_unique
developers.miro.com,501,130
github.com,249,58
Google,178,49
miroapp.github.io,88,21
search.brave.com,6,2
miro.com,5,3
Yahoo,5,2
Bing,5,1
DuckDuckGo,5,1
teams.microsoft.com,4,1
