referrer,views_total,views_unique
developers.miro.com,841,128
Google,154,29
github.com,120,41
miroapp.github.io,109,23
DuckDuckGo,18,4
Bing,9,4
grnhse-use1-prod-s1-ghr.s3.amazonaws.com,7,1
miro.emailcms.net,5,1
jira.eon.com,4,2
libhunt.com,3,1
