referrer,views_total,views_unique
developers.miro.com,687,178
github.com,163,56
Google,158,48
youtube.com,10,1
miro-com.cdn.ampproject.org,6,1
awesomeopensource.com,6,1
staticsint.teams.cdn.office.net,5,4
code.devrtb.com,2,1
Baidu,1,1
yandex.ru,1,1
