referrer,views_total,views_unique
developers.miro.com,386,126
Google,93,38
github.com,37,16
youtube.com,15,7
community.miro.com,7,6
chic-kringle-724f17.netlify.app,3,1
Bing,2,2
DuckDuckGo,2,2
medium.com,1,1
chatgpt.com,1,1
