time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-22 00:00:00+00:00,5,5,208,16
2023-10-23 00:00:00+00:00,7,7,277,41
2023-10-24 00:00:00+00:00,8,8,260,37
2023-10-25 00:00:00+00:00,8,8,715,38
2023-10-26 00:00:00+00:00,8,8,177,37
2023-10-27 00:00:00+00:00,95,36,391,37
2023-10-28 00:00:00+00:00,11,10,59,18
2023-10-29 00:00:00+00:00,5,5,121,12
2023-10-30 00:00:00+00:00,6,6,212,42
2023-10-31 00:00:00+00:00,18,17,389,40
2023-11-01 00:00:00+00:00,14,10,266,34
2023-11-02 00:00:00+00:00,18,17,389,35
2023-11-03 00:00:00+00:00,5,5,167,32
2023-11-04 00:00:00+00:00,1,1,206,17
