referrer,views_total,views_unique
developers.miro.com,1609,160
Google,266,52
github.com,100,37
medium.com,14,5
miro.atlassian.net,12,2
yandex.ru,10,3
architonic.atlassian.net,6,1
l.workplace.com,6,1
Bing,4,4
DuckDuckGo,4,3
