referrer,views_total,views_unique
developers.miro.com,1325,176
Google,224,32
github.com,132,32
youtube.com,76,13
Bing,23,4
DuckDuckGo,20,3
search.brave.com,5,3
dev.to,5,1
medium.com,2,2
miro.com,1,1
