time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-28 00:00:00+00:00,9,7,224,41
2023-07-29 00:00:00+00:00,5,5,106,15
2023-07-30 00:00:00+00:00,4,4,126,15
2023-07-31 00:00:00+00:00,8,7,231,43
2023-08-01 00:00:00+00:00,8,8,205,36
2023-08-02 00:00:00+00:00,6,5,266,35
2023-08-03 00:00:00+00:00,5,5,183,37
2023-08-04 00:00:00+00:00,9,9,234,35
2023-08-05 00:00:00+00:00,10,9,109,17
2023-08-06 00:00:00+00:00,7,7,125,17
2023-08-07 00:00:00+00:00,70,35,995,60
2023-08-08 00:00:00+00:00,8,7,761,52
2023-08-09 00:00:00+00:00,8,6,447,49
2023-08-10 00:00:00+00:00,2,2,257,43
