referrer,views_total,views_unique
developers.miro.com,343,117
Google,95,27
youtube.com,57,7
github.com,35,17
Bing,10,4
community.miro.com,4,4
yandex.ru,4,2
away.vk.com,2,1
app-examples-wordle.vercel.app,1,1
DuckDuckGo,1,1
