referrer,views_total,views_unique
developers.miro.com,1293,142
Google,191,37
github.com,121,40
miroapp.github.io,71,19
miro.com,29,2
DuckDuckGo,10,5
medium.com,8,2
Bing,6,4
yandex.ru,4,3
statics.teams.cdn.office.net,4,1
