referrer,views_total,views_unique
developers.miro.com,940,127
Google,258,30
github.com,119,38
miroapp.github.io,38,16
miro.com,21,2
statics.teams.cdn.office.net,8,2
youtube.com,6,1
DuckDuckGo,5,1
yandex.ru,4,4
app.gitbook.com,4,1
