time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-14 00:00:00+00:00,9,8,141,30
2023-07-15 00:00:00+00:00,5,5,96,13
2023-07-16 00:00:00+00:00,7,7,143,17
2023-07-17 00:00:00+00:00,92,35,396,36
2023-07-18 00:00:00+00:00,7,6,389,43
2023-07-19 00:00:00+00:00,52,24,357,43
2023-07-20 00:00:00+00:00,6,6,252,38
2023-07-21 00:00:00+00:00,4,4,335,36
2023-07-22 00:00:00+00:00,7,6,33,9
2023-07-23 00:00:00+00:00,6,5,39,14
2023-07-24 00:00:00+00:00,7,7,196,43
2023-07-25 00:00:00+00:00,7,7,661,36
2023-07-26 00:00:00+00:00,5,5,342,49
2023-07-27 00:00:00+00:00,3,3,198,38
