referrer,views_total,views_unique
developers.miro.com,854,150
Google,126,34
github.com,48,30
youtube.com,34,7
Bing,30,4
DuckDuckGo,28,2
medium.com,6,3
yandex.ru,3,3
staging-fp.atlassian.net,2,1
engineering.miro.com,1,1
