referrer,views_total,views_unique
developers.miro.com,961,134
Google,304,49
github.com,275,43
youtube.com,167,19
Bing,14,6
dev.to,3,2
search.brave.com,2,2
DuckDuckGo,2,2
jira.bhvr.com,2,1
medium.com,2,1
