time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-27 00:00:00+00:00,1,1,183,15
2024-07-28 00:00:00+00:00,3,2,136,17
2024-07-29 00:00:00+00:00,7,6,293,44
2024-07-30 00:00:00+00:00,2,2,307,61
2024-07-31 00:00:00+00:00,1,1,155,41
2024-08-01 00:00:00+00:00,1,1,143,37
2024-08-02 00:00:00+00:00,1,1,229,29
2024-08-03 00:00:00+00:00,1,1,209,18
2024-08-04 00:00:00+00:00,1,1,56,13
2024-08-05 00:00:00+00:00,3,3,374,42
2024-08-06 00:00:00+00:00,4,2,358,48
2024-08-07 00:00:00+00:00,3,3,168,29
2024-08-08 00:00:00+00:00,1,1,154,38
2024-08-09 00:00:00+00:00,1,1,272,36
