referrer,views_total,views_unique
developers.miro.com,777,147
Google,127,38
github.com,123,44
miroapp.github.io,29,14
Bing,18,7
search.brave.com,14,2
DuckDuckGo,6,5
medium.com,6,3
yandex.ru,5,2
miro.com,2,2
