referrer,views_total,views_unique
developers.miro.com,788,142
Google,209,37
github.com,136,48
miroapp.github.io,31,16
Bing,18,7
search.brave.com,16,4
medium.com,9,2
DuckDuckGo,6,5
yandex.ru,6,3
miro.com,2,2
