referrer,views_total,views_unique
developers.miro.com,563,149
github.com,115,44
Google,115,42
miroapp.github.io,33,19
Bing,23,1
medium.com,11,4
search.brave.com,5,2
trello.com,5,1
yandex.ru,5,1
miro.atlassian.net,2,2
