referrer,views_total,views_unique
developers.miro.com,784,149
Google,173,36
github.com,140,49
miroapp.github.io,32,16
Bing,18,7
search.brave.com,16,4
medium.com,10,3
DuckDuckGo,6,5
yandex.ru,6,3
miro.com,2,2
