referrer,views_total,views_unique
developers.miro.com,348,105
Google,82,35
github.com,28,15
youtube.com,16,6
DuckDuckGo,7,4
Bing,4,2
community.miro.com,3,3
chic-kringle-724f17.netlify.app,3,1
yandex.by,2,1
miroapp.github.io,2,1
