time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-06 00:00:00+00:00,9,8,216,55
2024-03-07 00:00:00+00:00,8,7,527,48
2024-03-08 00:00:00+00:00,7,6,159,34
2024-03-09 00:00:00+00:00,9,8,54,13
2024-03-10 00:00:00+00:00,6,5,235,16
2024-03-11 00:00:00+00:00,11,9,214,35
2024-03-12 00:00:00+00:00,6,6,259,41
2024-03-13 00:00:00+00:00,30,17,318,43
2024-03-14 00:00:00+00:00,13,10,407,34
2024-03-15 00:00:00+00:00,87,37,223,34
2024-03-16 00:00:00+00:00,18,10,83,17
2024-03-17 00:00:00+00:00,7,5,71,17
2024-03-18 00:00:00+00:00,43,22,392,39
2024-03-19 00:00:00+00:00,218,63,546,49
