time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-02 00:00:00+00:00,5.0,5.0,266,12
2023-12-03 00:00:00+00:00,5.0,5.0,65,12
2023-12-04 00:00:00+00:00,38.0,20.0,153,30
2023-12-05 00:00:00+00:00,38.0,30.0,433,51
2023-12-06 00:00:00+00:00,7.0,7.0,286,48
2023-12-07 00:00:00+00:00,4.0,4.0,294,27
2023-12-08 00:00:00+00:00,7.0,7.0,445,39
2023-12-09 00:00:00+00:00,7.0,7.0,13,8
2023-12-10 00:00:00+00:00,4.0,4.0,33,12
2023-12-11 00:00:00+00:00,19.0,16.0,146,26
2023-12-12 00:00:00+00:00,12.0,11.0,344,43
2023-12-13 00:00:00+00:00,55.0,28.0,290,45
2023-12-14 00:00:00+00:00,5.0,5.0,174,38
2023-12-15 00:00:00+00:00,,,167,31
