referrer,views_total,views_unique
developers.miro.com,605,148
Google,151,36
github.com,131,48
miroapp.github.io,30,14
Bing,14,8
search.brave.com,14,2
DuckDuckGo,5,4
medium.com,5,2
yandex.ru,5,2
miro.com,2,2
