time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-22 00:00:00+00:00,12.0,8.0,172,41
2024-05-23 00:00:00+00:00,4.0,4.0,204,40
2024-05-24 00:00:00+00:00,4.0,4.0,123,23
2024-05-25 00:00:00+00:00,9.0,6.0,153,14
2024-05-26 00:00:00+00:00,5.0,5.0,142,19
2024-05-27 00:00:00+00:00,11.0,8.0,141,22
2024-05-28 00:00:00+00:00,4.0,4.0,325,32
2024-05-29 00:00:00+00:00,10.0,7.0,279,36
2024-05-30 00:00:00+00:00,9.0,6.0,261,39
2024-05-31 00:00:00+00:00,8.0,5.0,68,32
2024-06-01 00:00:00+00:00,10.0,7.0,67,16
2024-06-02 00:00:00+00:00,6.0,6.0,31,16
2024-06-03 00:00:00+00:00,12.0,8.0,248,37
2024-06-04 00:00:00+00:00,,,130,39
