referrer,views_total,views_unique
developers.miro.com,556,153
Google,94,28
youtube.com,56,6
github.com,25,14
Bing,10,5
DuckDuckGo,5,5
yandex.ru,4,2
engineering.miro.com,3,2
mcpservers.ai,2,1
in.search.yahoo.com,1,1
