referrer,views_total,views_unique
developers.miro.com,398,135
Google,102,27
youtube.com,52,7
github.com,31,14
Bing,11,5
DuckDuckGo,5,5
engineering.miro.com,3,2
yandex.ru,3,1
mcpservers.ai,2,1
away.vk.com,2,1
