referrer,views_total,views_unique
developers.miro.com,1579,155
Google,376,36
github.com,304,40
medium.com,103,4
miroapp.github.io,55,15
Bing,19,5
youtube.com,16,2
com.google.android.gm,8,3
miro.com,6,3
l.messenger.com,4,1
