time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-09 00:00:00+00:00,11,8,204,17
2024-06-10 00:00:00+00:00,9,6,93,28
2024-06-11 00:00:00+00:00,11,6,119,35
2024-06-12 00:00:00+00:00,11,9,228,45
2024-06-13 00:00:00+00:00,4,4,254,44
2024-06-14 00:00:00+00:00,7,4,196,25
2024-06-15 00:00:00+00:00,4,2,109,16
2024-06-16 00:00:00+00:00,1,1,178,19
2024-06-17 00:00:00+00:00,11,6,294,47
2024-06-18 00:00:00+00:00,39,24,512,55
2024-06-19 00:00:00+00:00,9,8,204,41
2024-06-20 00:00:00+00:00,14,11,412,52
2024-06-21 00:00:00+00:00,7,3,224,29
2024-06-22 00:00:00+00:00,1,1,206,16
