referrer,views_total,views_unique
developers.miro.com,652,148
Google,209,38
github.com,187,48
miroapp.github.io,37,23
miro.com,18,5
Bing,13,4
youtube.com,3,1
yandex.ru,2,2
medium.com,1,1
yandex.by,1,1
