referrer,views_total,views_unique
developers.miro.com,1167,170
Google,276,60
architonic.atlassian.net,106,1
github.com,86,31
medium.com,14,3
miro.atlassian.net,12,2
Bing,7,5
yandex.ru,7,2
l.workplace.com,6,1
DuckDuckGo,3,2
