referrer,views_total,views_unique
developers.miro.com,811,131
Google,734,51
github.com,280,43
youtube.com,153,19
dev.to,89,52
Bing,16,3
statics.teams.cdn.office.net,12,2
miro.latticehq.com,4,1
appfox.atlassian.net,3,1
medium.com,2,1
