referrer,views_total,views_unique
developers.miro.com,1020,172
Google,454,33
youtube.com,114,12
medium.com,109,1
github.com,84,29
miroapp.github.io,27,2
Bing,15,3
poe.com,4,1
yandex.ru,2,2
previews.email,2,1
