referrer,views_total,views_unique
developers.miro.com,1335,163
Google,222,30
github.com,130,30
youtube.com,69,12
Bing,22,3
DuckDuckGo,20,3
search.brave.com,5,3
dev.to,5,1
medium.com,2,2
miro.com,1,1
