referrer,views_total,views_unique
developers.miro.com,582,160
Google,99,42
github.com,31,15
youtube.com,16,6
Bing,9,7
engineering.miro.com,5,4
DuckDuckGo,3,3
mcpservers.ai,2,1
reactnative.dev,2,1
yandex.ru,1,1
