referrer,views_total,views_unique
developers.miro.com,755,135
github.com,185,33
Google,126,41
miroapp.github.io,42,20
statics.teams.cdn.office.net,10,3
Bing,9,4
youtube.com,6,1
community.miro.com,3,1
miro.com,2,1
medium.com,1,1
