time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-19 00:00:00+00:00,2,2,204,43
2022-10-20 00:00:00+00:00,6,5,210,43
2022-10-21 00:00:00+00:00,18,7,296,40
2022-10-22 00:00:00+00:00,5,5,130,13
2022-10-23 00:00:00+00:00,2,2,37,14
2022-10-24 00:00:00+00:00,3,3,156,33
2022-10-25 00:00:00+00:00,11,3,140,39
2022-10-26 00:00:00+00:00,19,8,153,43
2022-10-27 00:00:00+00:00,21,11,255,44
2022-10-28 00:00:00+00:00,4,4,186,34
2022-10-29 00:00:00+00:00,4,4,37,13
2022-10-30 00:00:00+00:00,4,4,74,15
2022-10-31 00:00:00+00:00,3,3,98,31
2022-11-01 00:00:00+00:00,1,1,55,23
