referrer,views_total,views_unique
developers.miro.com,965,132
Google,307,41
youtube.com,151,12
DuckDuckGo,136,2
github.com,105,38
l.workplace.com,16,1
medium.com,15,2
dev.to,9,2
Bing,8,6
yandex.ru,3,3
