referrer,views_total,views_unique
developers.miro.com,422,166
Google,101,52
github.com,63,26
youtube.com,28,11
DuckDuckGo,16,4
yandex.ru,11,2
statics.teams.cdn.office.net,6,2
engineering.miro.com,3,1
Bing,3,1
ecosia.org,2,1
