referrer,views_total,views_unique
developers.miro.com,503,138
github.com,215,47
Google,115,50
miroapp.github.io,21,7
yandex.ru,11,2
miro.com,5,4
mail.google.com,3,2
medium.com,3,2
developers-miro.webflow.io,1,1
web.skype.com,1,1
