referrer,views_total,views_unique
developers.miro.com,568,153
Google,168,54
youtube.com,110,18
github.com,93,23
statics.teams.cdn.office.net,50,3
DuckDuckGo,5,5
search.brave.com,5,4
yandex.ru,4,3
Bing,2,1
engineering.miro.com,2,1
