referrer,views_total,views_unique
developers.miro.com,822,113
Google,159,40
youtube.com,128,20
github.com,111,33
medium.com,32,2
Bing,9,6
libhunt.com,8,1
yandex.ru,5,2
statics.teams.cdn.office.net,2,1
miroapp.github.io,1,1
