time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-20 00:00:00+00:00,4,4,91,30
2023-06-21 00:00:00+00:00,7,6,200,35
2023-06-22 00:00:00+00:00,5,5,160,28
2023-06-23 00:00:00+00:00,6,6,202,28
2023-06-24 00:00:00+00:00,7,6,31,8
2023-06-25 00:00:00+00:00,7,7,193,11
2023-06-26 00:00:00+00:00,14,9,203,38
2023-06-27 00:00:00+00:00,8,7,230,39
2023-06-28 00:00:00+00:00,6,6,169,40
2023-06-29 00:00:00+00:00,5,5,237,31
2023-06-30 00:00:00+00:00,6,6,182,34
2023-07-01 00:00:00+00:00,4,4,22,15
2023-07-02 00:00:00+00:00,5,5,111,17
2023-07-03 00:00:00+00:00,1,1,123,31
