time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-06 00:00:00+00:00,52,34,305,35
2023-10-07 00:00:00+00:00,4,4,156,18
2023-10-08 00:00:00+00:00,6,6,115,14
2023-10-09 00:00:00+00:00,39,26,213,35
2023-10-10 00:00:00+00:00,30,24,565,34
2023-10-11 00:00:00+00:00,6,6,473,42
2023-10-12 00:00:00+00:00,26,21,180,35
2023-10-13 00:00:00+00:00,4,4,292,42
2023-10-14 00:00:00+00:00,7,7,50,15
2023-10-15 00:00:00+00:00,7,7,45,15
2023-10-16 00:00:00+00:00,7,7,108,28
2023-10-17 00:00:00+00:00,4,4,402,48
2023-10-18 00:00:00+00:00,4,4,257,48
2023-10-19 00:00:00+00:00,5,5,260,39
