referrer,views_total,views_unique
developers.miro.com,820,175
Google,315,45
github.com,111,46
miroapp.github.io,49,22
miro.com,7,5
medium.com,6,2
youtube.com,4,2
yandex.ru,3,2
search.brave.com,1,1
dynalist.io,1,1
