referrer,views_total,views_unique
developers.miro.com,1204,160
github.com,131,28
Google,93,30
youtube.com,88,15
DuckDuckGo,34,5
Bing,23,4
miroapp.github.io,8,1
previews.email,6,1
dev.to,5,1
search.brave.com,2,2
