referrer,views_total,views_unique
developers.miro.com,324,90
Google,62,31
github.com,28,16
youtube.com,11,4
DuckDuckGo,5,2
Bing,4,2
community.miro.com,3,3
chic-kringle-724f17.netlify.app,3,1
yandex.ru,2,2
yandex.by,2,1
