time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-08 00:00:00+00:00,11,10,147,29
2022-11-09 00:00:00+00:00,10,8,131,33
2022-11-10 00:00:00+00:00,8,6,93,20
2022-11-11 00:00:00+00:00,5,5,71,22
2022-11-12 00:00:00+00:00,3,3,25,14
2022-11-13 00:00:00+00:00,3,3,28,15
2022-11-14 00:00:00+00:00,5,4,118,33
2022-11-15 00:00:00+00:00,2,2,115,31
2022-11-16 00:00:00+00:00,4,4,167,39
2022-11-17 00:00:00+00:00,2,2,91,39
2022-11-18 00:00:00+00:00,4,4,122,28
2022-11-19 00:00:00+00:00,2,2,26,15
2022-11-20 00:00:00+00:00,5,5,28,14
2022-11-21 00:00:00+00:00,4,3,115,32
